,school_id,school_name,region,province,municipality,division,district,year_level,gender,enrollment,latitude,longitude
2633,136503,Sinag-Tala ES,NCR (National Capital Region),NCR Second District,Quezon City,Quezon City,School District III,grade 1,female,97,14.6646718,121.0313639
2634,136796,Sitio Sto. Rosario ES (Malabo ES),NCR (National Capital Region),NCR Third District,City of Valenzuela,Valenzuela City,Valenzuela City East District,grade 1,female,72,14.7035334,120.966956
2635,136905,Soldiers' Hills ES,NCR (National Capital Region),NCR Fourth District,City of Muntinlupa,Muntinlupa City,Muntinlupa City District I,grade 1,female,180,14.400914,121.0371831
2636,136712,South Cembo ES,NCR (National Capital Region),NCR Fourth District,City of Makati,Makati City,Makati City District V,grade 1,female,78,14.5598241,121.0499932
2637,136685,SSS Village ES,NCR (National Capital Region),NCR Second District,City of Marikina,Marikina City,Marikina City District II,grade 1,female,269,14.640046,121.1209919
2638,136686,St. Mary ES,NCR (National Capital Region),NCR Second District,City of Marikina,Marikina City,Marikina City District II,grade 1,female,75,14.65073,121.1028546
2639,136897,Sta. Ana Elementary School,NCR (National Capital Region),NCR Fourth District,Pateros,Taguig,Pateros,grade 1,female,36,14.5468086,121.0711812
2640,136485,Sta. Ana ES,NCR (National Capital Region),"Manila, NCR, First District",Santa Ana,Manila,Sta. Ana I,grade 1,female,255,14.5826319,121.012054
2641,136752,Sta. Lucia Elementary School,NCR (National Capital Region),NCR Second District,City of San Juan,City of San Juan,San Juan District II,grade 1,female,50,14.5980571,121.0353953
2642,136630,Sta. Quiteria ES,NCR (National Capital Region),NCR Third District,Kalookan City,Caloocan City,Tanque,grade 1,female,368,14.6791379,121.0101321
2643,223506,Star ES - Unit I,NCR (National Capital Region),NCR Third District,Kalookan City,Caloocan City,Caloocan North II,grade 1,female,167,14.7565784,121.0449768
2644,136510,Sto. Cristo ES,NCR (National Capital Region),NCR Second District,Quezon City,Quezon City,School District V,grade 1,female,132,14.6032447,120.9688394
2645,136687,Sto. Nino ES,NCR (National Capital Region),NCR Second District,City of Marikina,Marikina City,Marikina City District I,grade 1,female,292,14.6393109,121.1009351
2646,136765,Sto. Nino ES,NCR (National Capital Region),NCR Fourth District,City of Paranaque,Paranaque City,Paranaque City District II,grade 1,female,222,14.4936915,121.0119692
2647,136640,Sto. Nino ES,NCR (National Capital Region),NCR Third District,Kalookan City,Caloocan City,Caloocan North II,grade 1,female,394,14.7559998,121.0832145
2648,136734,Sto. Nino ES (Dela Paz ES - Karangalan Annex),NCR (National Capital Region),NCR Second District,City of Pasig,Pasig City,Pasig City District IV,grade 1,female,113,14.6091869,121.1024129
2649,136898,Sto. Rosario Elementary School,NCR (National Capital Region),NCR Fourth District,Pateros,Taguig,Pateros,grade 1,female,54,14.5522001,121.0686665
2650,136914,Sucat Elementary School,NCR (National Capital Region),NCR Fourth District,City of Muntinlupa,Muntinlupa City,Muntinlupa City District II,grade 1,female,247,14.4574439,121.0530066
2651,136915,Sucat ES - Sitio Pagkakaisa Annex,NCR (National Capital Region),NCR Fourth District,City of Muntinlupa,Muntinlupa City,Muntinlupa City District II,grade 1,female,96,14.4659696,121.0469734
2652,226001,Sun Valley ES,NCR (National Capital Region),NCR Fourth District,City of Paranaque,Paranaque City,Paranaque City District II,grade 1,female,328,14.4919903,121.0380188
2653,136431,T. Paez Integrated School (Elem.),NCR (National Capital Region),"Manila, NCR, First District",Tondo,Manila,Tondo VI,grade 1,female,393,14.630712,120.967864
2654,136809,Tagalag ES,NCR (National Capital Region),NCR Third District,City of Valenzuela,Valenzuela City,Valenzuela City North District,grade 1,female,29,14.7010556,120.9830225
2655,136876,Taguig Elementary School,NCR (National Capital Region),NCR Fourth District,Taguig City,Taguig,Taguig District I,grade 1,female,339,14.5342003,121.0161431
2656,136649,Tala ES,NCR (National Capital Region),NCR Third District,Kalookan City,Caloocan City,Caloocan North III,grade 1,female,208,14.6750991,121.0293495
2657,136631,Talipapa ES,NCR (National Capital Region),NCR Third District,Kalookan City,Caloocan City,Tanque,grade 1,female,115,14.6855422,121.0263428
2658,226503,Talon 3 Elementary School,NCR (National Capital Region),NCR Fourth District,City of Las Pinas,Las PiÐas City,Las PiÐas City II,grade 1,female,193,14.4426613,121.0010534
2659,136790,Talon ES,NCR (National Capital Region),NCR Fourth District,City of Las Pinas,Las PiÐas City,Las PiÐas City II,grade 1,female,359,14.444546,120.9938736
2660,136766,Tambo ES,NCR (National Capital Region),NCR Fourth District,City of Paranaque,Paranaque City,Paranaque City District III,grade 1,female,187,14.5163981,120.989915
2661,136771,Tambo ES I,NCR (National Capital Region),NCR Fourth District,City of Paranaque,Paranaque City,Paranaque City District III,grade 1,female,63,14.4801925,121.0451382
2662,136515,Tandang Sora ES,NCR (National Capital Region),NCR Second District,Quezon City,Quezon City,School District VI,grade 1,female,354,14.6819218,121.0421102
2663,136624,Tandang Sora IS,NCR (National Capital Region),NCR Third District,Kalookan City,Caloocan City,Pobcaran (Poblacion-Caliparan),grade 1,female,84,14.6723364,121.050066
2664,136867,Tangos Elementary School,NCR (National Capital Region),NCR Third District,City of Navotas,Navotas,Navotas District II,grade 1,female,271,14.6732182,120.9350106
2665,136868,Tangos I Elementary School,NCR (National Capital Region),NCR Third District,City of Navotas,Navotas,Navotas District II,grade 1,female,151,14.673949,120.932747
2666,136838,TaÐong ES I,NCR (National Capital Region),NCR Third District,City of Malabon,Malabon City,Malabon District II,grade 1,female,122,14.6680747,120.9658454
2667,136837,TaÐong IS,NCR (National Capital Region),NCR Third District,City of Malabon,Malabon City,Malabon District II,grade 1,female,182,14.6680747,120.9658454
2668,136869,Tanza Elementary School,NCR (National Capital Region),NCR Third District,City of Navotas,Navotas,Navotas District II,grade 1,female,222,14.678374,120.933866
2669,136891,Tenement ES,NCR (National Capital Region),NCR Fourth District,Taguig City,Taguig,Taguig District III,grade 1,female,860,14.5086201,121.0371831
2670,136565,Teodora Alonzo ES,NCR (National Capital Region),NCR Second District,Quezon City,Quezon City,School District XIV,grade 1,female,103,14.6256356,121.0699391
2671,136435,Teodoro R. Yangco Elementary School,NCR (National Capital Region),"Manila, NCR, First District",Tondo,Manila,Tondo IX,grade 1,female,256,14.6164308,120.9684962
2672,136697,Tibagan ES,NCR (National Capital Region),NCR Fourth District,City of Makati,Makati City,Makati City District II,grade 1,female,79,14.5497574,121.0660153
2673,136601,Timoteo Paez ES,NCR (National Capital Region),NCR Fourth District,Pasay City,Pasay City,Pasay City East District,grade 1,female,365,14.535817,121.0079496
2674,136850,Tinajeros ES,NCR (National Capital Region),NCR Third District,City of Malabon,Malabon City,Malabon District IV,grade 1,female,318,14.6704043,120.9662031
2675,136851,Tinajeros ES I,NCR (National Capital Region),NCR Third District,City of Malabon,Malabon City,Malabon District IV,grade 1,female,26,14.6704043,120.9662031
2676,136878,Tipas Elementary School - Annex,NCR (National Capital Region),NCR Fourth District,Taguig City,Taguig,Taguig District I,grade 1,female,138,14.531986,121.079368
2677,136877,Tipas Elementary School -Main,NCR (National Capital Region),NCR Fourth District,Taguig City,Taguig,Taguig District I,grade 1,female,266,14.538857,121.078936
2678,136489,Tomas Earnshaw Elementary School,NCR (National Capital Region),"Manila, NCR, First District",Santa Ana,Manila,Sta. Ana III,grade 1,female,202,14.5877803,121.0186482
2679,136582,Tomas Morato ES,NCR (National Capital Region),NCR Second District,Quezon City,Quezon City,School District XVIII,grade 1,female,140,14.6317251,121.0346756
2680,136839,Tonsuya ES,NCR (National Capital Region),NCR Third District,City of Malabon,Malabon City,Malabon District II,grade 1,female,266,14.6623461,120.9596667
2681,136506,Toro Hills ES,NCR (National Capital Region),NCR Second District,Quezon City,Quezon City,School District IV,grade 1,female,488,14.665081,121.020629
2682,136463,Trinidad Tecson Elementary School,NCR (National Capital Region),"Manila, NCR, First District",Sampaloc,Manila,Sampaloc III,grade 1,female,121,14.6057712,120.9974822
2683,136810,Tugatog ES,NCR (National Capital Region),NCR Third District,City of Valenzuela,Valenzuela City,Valenzuela City North District,grade 1,female,178,14.7262553,120.9654037
2684,136906,Tunasan ES,NCR (National Capital Region),NCR Fourth District,City of Muntinlupa,Muntinlupa City,Muntinlupa City District I,grade 1,female,196,14.3725455,121.0363768
2685,136887,Upper Bicutan ES,NCR (National Capital Region),NCR Fourth District,Taguig City,Taguig,Taguig District II,grade 1,female,542,14.4892903,121.054038
2686,136638,Urduja ES,NCR (National Capital Region),NCR Third District,Kalookan City,Caloocan City,Caloocan North I,grade 1,female,218,14.7565784,121.0449768
2687,136879,Ususan Elementary School,NCR (National Capital Region),NCR Fourth District,Taguig City,Taguig,Taguig District I,grade 1,female,174,14.5342953,121.067101
2688,136466,V. E. Fugoso Memorial School,NCR (National Capital Region),"Manila, NCR, First District",Sampaloc,Manila,Sampaloc V,grade 1,female,93,14.6660112,121.1179398
2689,136781,Vergonville ES,NCR (National Capital Region),NCR Fourth District,City of Las Pinas,Las PiÐas City,Las PiÐas City I,grade 1,female,193,14.4605552,120.9798933
2690,136907,Victoria Homes ES,NCR (National Capital Region),NCR Fourth District,City of Muntinlupa,Muntinlupa City,Muntinlupa City District I,grade 1,female,126,14.3672225,121.0213982
2691,136530,Villa Verde ES,NCR (National Capital Region),NCR Second District,Quezon City,Quezon City,School District IX,grade 1,female,180,14.7227239,121.0429406
2692,136596,Villamor Airbase ES,NCR (National Capital Region),NCR Fourth District,Pasay City,Pasay City,Pasay City South District,grade 1,female,316,14.5163881,121.0192472
2693,136870,Wawa Elementary School,NCR (National Capital Region),NCR Third District,City of Navotas,Navotas,Navotas District II,grade 1,female,71,14.6699252,120.9347883
2694,136811,WawangPulo ES,NCR (National Capital Region),NCR Third District,City of Valenzuela,Valenzuela City,Valenzuela City North District,grade 1,female,52,14.7010556,120.9830225
2695,222501,West Fairview Elementary School,NCR (National Capital Region),NCR Second District,Quezon City,Quezon City,School District XI,grade 1,female,272,14.7016706,121.0638857
2696,136698,West Rembo ES,NCR (National Capital Region),NCR Fourth District,City of Makati,Makati City,Makati City District I,grade 1,female,109,14.5574508,121.0650903
2697,136791,Zapote ES,NCR (National Capital Region),NCR Fourth District,City of Las Pinas,Las PiÐas City,Las PiÐas City II,grade 1,female,263,14.4651128,120.9725746
2698,108351,Abo-Bukal Elementary School,IV-A (CALABARZON),Laguna,Nagcarlan,Laguna,Nagcarlan-Rizal,grade 2,male,13,14.1112319,121.4304149
2699,108417,Adelina I Complex ES,IV-A (CALABARZON),Laguna,San Pedro,Laguna,San Pedro,grade 2,male,116,14.3521445,121.0414754
2700,108452,Adia ES,IV-A (CALABARZON),Laguna,Santa Maria,Laguna,Santa Maria,grade 2,male,14,14.4924969,121.4413326
2701,108094,Adlas ES,IV-A (CALABARZON),Cavite,Silang,Cavite,Silang I,grade 2,male,45,14.2482216,120.9675551
2702,108177,Aguado ES,IV-A (CALABARZON),Cavite,Trece Martires City (Capital),Cavite,Trece Martirez City,grade 2,male,138,14.2578207,120.8642493
2703,108016,Aguinaldo ES,IV-A (CALABARZON),Cavite,Kawit,Cavite,Kawit,grade 2,male,106,14.4451027,120.9069061
2704,108003,Agus-os ES,IV-A (CALABARZON),Cavite,Indang,Cavite,Indang II,grade 2,male,14,14.2275768,120.8573546
2705,108087,Agustin Abadilla ES,IV-A (CALABARZON),Cavite,Rosario,Cavite,Rosario,grade 2,male,151,14.4157404,120.8505814
2706,108188,Alaminos CS,IV-A (CALABARZON),Laguna,Alaminos,Laguna,Alaminos,grade 2,male,183,14.0616209,121.2603964
2707,107980,Alapan I ES,IV-A (CALABARZON),Cavite,Imus,Cavite,Imus II,grade 2,male,164,14.4155155,120.918962
2708,107981,Alapan II ES,IV-A (CALABARZON),Cavite,Imus,Cavite,Imus II,grade 2,male,38,14.4081951,120.9058691
2709,107839,Alfonso ES,IV-A (CALABARZON),Cavite,Alfonso,Cavite,Alfonso,grade 2,male,119,14.1214038,120.8613785
2710,108178,Aliang ES,IV-A (CALABARZON),Cavite,Trece Martires City (Capital),Cavite,Trece Martirez City,grade 2,male,36,14.2822215,120.868383
2711,108004,Alulod ES,IV-A (CALABARZON),Cavite,Indang,Cavite,Indang II,grade 2,male,46,14.2235575,120.8872137
2712,108352,Alumbrado ES,IV-A (CALABARZON),Laguna,Nagcarlan,Laguna,Nagcarlan-Rizal,grade 2,male,17,14.1406891,121.3706017
2713,107857,Amadeo ES,IV-A (CALABARZON),Cavite,Amadeo,Cavite,Amadeo,grade 2,male,120,14.1692753,120.9222119
2714,108155,Amaya ES,IV-A (CALABARZON),Cavite,Tanza,Cavite,Tanza,grade 2,male,276,14.384293,120.832259
2715,109749,Ambray Elementary School,IV-A (CALABARZON),Laguna,San Pablo City,San Pablo City,Ambray,grade 2,male,95,14.0647557,121.3214223
2716,108084,Ambrocio Robles MES (San Jose ES),IV-A (CALABARZON),Cavite,Noveleta,Cavite,Noveleta,grade 2,male,41,14.4316957,120.8864526
2717,107840,Amuyong ES,IV-A (CALABARZON),Cavite,Alfonso,Cavite,Alfonso,grade 2,male,27,14.073605,120.8527655
2718,107968,Anabu I ES,IV-A (CALABARZON),Cavite,Imus,Cavite,Imus I,grade 2,male,70,14.3764,120.936
2719,107969,Anabu II ES,IV-A (CALABARZON),Cavite,Imus,Cavite,Imus I,grade 2,male,177,14.3876764,120.9400333
2720,108173,Anastacio N.F. Dinglas ES (San Jose ES),IV-A (CALABARZON),Cavite,Ternate,Cavite,Ternate,grade 2,male,17,14.2708635,120.7281418
2721,107944,Angel L. Bawalan ES (Alingaro ES),IV-A (CALABARZON),Cavite,General Trias,Cavite,General Trias I,grade 2,male,42,14.2915049,120.9019241
2722,108487,Angela Ong Javier MES,IV-A (CALABARZON),Laguna,Siniloan,Laguna,Siniloan,grade 2,male,46,14.4158525,121.4439011
2723,107877,Aniban CS,IV-A (CALABARZON),Cavite,Bacoor,Cavite,Bacoor II,grade 2,male,284,14.4609098,120.9642384
2724,108378,Anibong Elementary School,IV-A (CALABARZON),Laguna,Pagsanjan,Laguna,Pagsanjan,grade 2,male,6,14.272535,121.4461327
2725,108353,Antipolo Sulsuguin ES,IV-A (CALABARZON),Laguna,Rizal,Laguna,Nagcarlan-Rizal,grade 2,male,28,14.116741,121.3784595
2726,109803,Antonia Manuel Magcase Elementary School,IV-A (CALABARZON),Laguna,San Pablo City,San Pablo City,Sto. Angel,grade 2,male,51,14.0609057,121.3257337
2727,108486,Antonio Adricula Sr. Memorial Elementary School,IV-A (CALABARZON),Laguna,Siniloan,Laguna,Siniloan,grade 2,male,28,14.427432,121.46336
2728,108159,Antonio B. del Rosario Sr. Mem. Elementary School,IV-A (CALABARZON),Cavite,Tanza,Cavite,Tanza,grade 2,male,302,14.3342323,120.8493577
2729,108252,Antonio Chipeco MS,IV-A (CALABARZON),Laguna,Calauan,Laguna,Calauan,grade 2,male,24,14.1784477,121.301384
2730,108052,Anuling ES,IV-A (CALABARZON),Cavite,Mendez (Mendez-Nunez),Cavite,Mendez,grade 2,male,48,14.1214158,120.8886488
2731,108469,Aplaya Elementary School,IV-A (CALABARZON),Laguna,City of Santa Rosa,Sta. Rosa City,City of Sta. Rosa District II,grade 2,male,119,14.318072,121.121612
2732,108405,Aplaya ES,IV-A (CALABARZON),Laguna,Pila,Laguna,Pila,grade 2,male,20,14.2583514,121.3527336
2733,107936,Area J ES,IV-A (CALABARZON),Cavite,Gen. Mariano Alvarez,Cavite,General Mariano Alvarez,grade 2,male,237,14.2905226,121.0021121
2734,108053,Asis ES,IV-A (CALABARZON),Cavite,Mendez (Mendez-Nunez),Cavite,Mendez,grade 2,male,60,14.1311947,120.9015642
2735,109792,Atisan Elementary School,IV-A (CALABARZON),Laguna,San Pablo City,San Pablo City,San Francisco,grade 2,male,15,13.9680531,121.271596
2736,107957,Bacao ES,IV-A (CALABARZON),Cavite,General Trias,Cavite,General Trias II,grade 2,male,101,14.401422,120.8900839
2737,108234,Baclaran ES,IV-A (CALABARZON),Laguna,Cabuyao,Laguna,Cabuyao,grade 2,male,131,14.2419316,121.1638798
2738,107867,Bacoor ES,IV-A (CALABARZON),Cavite,Bacoor,Cavite,Bacoor I,grade 2,male,91,14.4129931,120.9736786
2739,108088,Bagbag I ES,IV-A (CALABARZON),Cavite,Rosario,Cavite,Rosario,grade 2,male,52,14.423403,120.86777
2740,164013,Bagbag II ES,IV-A (CALABARZON),Cavite,Rosario,Cavite,Rosario,grade 2,male,119,14.4195755,120.8628139
2741,109777,Bagong Bayan Elementary School,IV-A (CALABARZON),Laguna,San Pablo City,San Pablo City,Fule Almeda,grade 2,male,49,14.0667,121.333
2742,108095,Bagong Buhay ES,IV-A (CALABARZON),Cavite,Silang,Cavite,Silang I,grade 2,male,419,14.2739261,120.9947121
2743,109778,Bagong Lipunan Elementary School,IV-A (CALABARZON),Laguna,San Pablo City,San Pablo City,Fule Almeda,grade 2,male,63,14.0628334,121.3063058
2744,109787,Bagong Pook Elementary School,IV-A (CALABARZON),Laguna,San Pablo City,San Pablo City,Lakeside,grade 2,male,28,14.0730138,121.3213684
2745,108453,Bagong Pook ES,IV-A (CALABARZON),Laguna,Santa Maria,Laguna,Santa Maria,grade 2,male,26,14.4730425,121.4291899
2746,108179,Bagong Pook ES,IV-A (CALABARZON),Cavite,Trece Martires City (Capital),Cavite,Trece Martirez City,grade 2,male,113,14.2614749,120.8765394
2747,108418,Bagong Silang ES,IV-A (CALABARZON),Laguna,San Pedro,Laguna,San Pedro,grade 2,male,63,14.3356921,121.028105
2748,108302,Bagong Silang ES,IV-A (CALABARZON),Laguna,Los Banos,Laguna,Los BaÐos,grade 2,male,8,14.1390956,121.2254336
2749,108139,Bagong Tubig ES,IV-A (CALABARZON),Cavite,Tagaytay City,Cavite,Tagaytay City,grade 2,male,8,14.0797094,120.9021531
2750,108454,Bagumbayan ES,IV-A (CALABARZON),Laguna,Santa Maria,Laguna,Santa Maria,grade 2,male,17,14.5150308,121.4370471
2751,108436,Bagumbayan ES,IV-A (CALABARZON),Laguna,Santa Cruz (Capital),Laguna,Santa Cruz,grade 2,male,116,14.2691095,121.4113308
2752,109634,Bagumbuhay ES,IV-A (CALABARZON),Cavite,Cavite City,Cavite City,Cavite City III District,grade 2,male,18,14.4834943,120.9052344
2753,107926,Bailen ES,IV-A (CALABARZON),Cavite,General Emilio Aguinaldo,Cavite,General E. Aguinaldo,grade 2,male,70,14.1931169,120.792458
2754,108344,Bakia-Botocan ES,IV-A (CALABARZON),Laguna,Majayjay,Laguna,Majayjay,grade 2,male,19,14.1568251,121.4941711
2755,108338,Balanac ES,IV-A (CALABARZON),Laguna,Magdalena,Laguna,Magdalena,grade 2,male,15,14.2176637,121.4556164
2756,108253,Balayhangin ES,IV-A (CALABARZON),Laguna,Calauan,Laguna,Calauan,grade 2,male,62,14.1310717,121.3169891
2757,108037,Balayungan ES,IV-A (CALABARZON),Cavite,Maragondon,Cavite,Maragondon,grade 2,male,5,14.2605618,120.7833306
2758,108470,Balibago Elementary School,IV-A (CALABARZON),Laguna,City of Santa Rosa,Sta. Rosa City,City of Sta. Rosa District III,grade 2,male,198,14.2961748,121.1046398
2759,108113,Balite I ES,IV-A (CALABARZON),Cavite,Silang,Cavite,Silang II,grade 2,male,23,14.2001402,120.9790281
2760,108114,Balite II ES,IV-A (CALABARZON),Cavite,Silang,Cavite,Silang II,grade 2,male,40,14.1751663,120.9732917
2761,108027,Baliwag ES,IV-A (CALABARZON),Cavite,Magallanes,Cavite,Magallanes,grade 2,male,17,14.153694,120.7881492
2762,108059,Balsahan ES,IV-A (CALABARZON),Cavite,Naic,Cavite,Naic I,grade 2,male,59,14.3202537,120.7572651
2763,108323,Balubad Elementary School,IV-A (CALABARZON),Laguna,Lumban,Laguna,Lumban-Kalayaan,grade 2,male,13,14.2834864,121.4713287
2764,108096,Balubad ES,IV-A (CALABARZON),Cavite,Silang,Cavite,Silang I,grade 2,male,35,14.1939138,120.9503435
2765,108303,Bambang ES,IV-A (CALABARZON),Laguna,Los Banos,Laguna,Los BaÐos,grade 2,male,60,14.1570027,121.208259
2766,109779,Banaad Elementary School,IV-A (CALABARZON),Laguna,San Pablo City,San Pablo City,Fule Almeda,grade 2,male,32,14.0226866,121.2926245
2767,108005,Banaba Cerca ES,IV-A (CALABARZON),Cavite,Indang,Cavite,Indang II,grade 2,male,19,14.2170457,120.85133
2768,108006,Banaba Lejos ES,IV-A (CALABARZON),Cavite,Indang,Cavite,Indang II,grade 2,male,18,14.2309141,120.8355378
2769,108235,Banay-Banay ES,IV-A (CALABARZON),Laguna,Cabuyao,Laguna,Cabuyao,grade 2,male,68,14.2546177,121.1295104
2770,108495,Banca-Banca ES,IV-A (CALABARZON),Laguna,Victoria,Laguna,Victoria,grade 2,male,38,14.2032537,121.351304
2771,108060,Bancaan ES,IV-A (CALABARZON),Cavite,Naic,Cavite,Naic I,grade 2,male,61,14.3132432,120.7565467
2772,107892,Bancal ES,IV-A (CALABARZON),Cavite,Carmona,Cavite,Carmona,grade 2,male,135,14.2837535,121.0077058
2773,108007,Bancod ES,IV-A (CALABARZON),Cavite,Indang,Cavite,Indang II,grade 2,male,18,14.2189423,120.8742968
2774,108254,Bangyas ES,IV-A (CALABARZON),Laguna,Calauan,Laguna,Calauan,grade 2,male,26,14.1848203,121.3098389
2775,108354,Banilad ES,IV-A (CALABARZON),Laguna,Nagcarlan,Laguna,Nagcarlan-Rizal,grade 2,male,23,14.1291379,121.3927544
2776,108390,Banilan ES,IV-A (CALABARZON),Laguna,Pakil,Laguna,Pangil-Pakil,grade 2,male,14,14.3722117,121.4013285
2777,108355,Banka-Banka ES,IV-A (CALABARZON),Laguna,Nagcarlan,Laguna,Nagcarlan-Rizal,grade 2,male,29,14.1888253,121.3798921
2778,108236,Banlic ES,IV-A (CALABARZON),Laguna,Cabuyao,Laguna,Cabuyao,grade 2,male,85,14.2262168,121.1567203
2779,109828,Banlic ES,IV-A (CALABARZON),Laguna,City of Calamba,Calamba City,Calamba City East II,grade 2,male,104,14.1876712,121.1250825
2780,109864,Barandal ES,IV-A (CALABARZON),Laguna,City of Calamba,Calamba City,Calamba City West,grade 2,male,76,14.1942677,121.1280781
2781,108097,Batas ES,IV-A (CALABARZON),Cavite,Silang,Cavite,Silang I,grade 2,male,29,14.2471638,120.9388678
2782,108017,Batong Dalig ES,IV-A (CALABARZON),Cavite,Kawit,Cavite,Kawit,grade 2,male,48,14.432295,120.9001293
2783,107915,Bautista Elementary School,IV-A (CALABARZON),Cavite,City of Dasmarinas,Dasmarinas City,DasmariÐas II,grade 2,male,398,14.3132934,120.9716783
2784,108200,Bay CS,IV-A (CALABARZON),Laguna,Bay,Laguna,Bay,grade 2,male,117,14.1320007,121.2569138
2785,107970,Bayan Luma I ES,IV-A (CALABARZON),Cavite,Imus,Cavite,Imus I,grade 2,male,101,14.4226903,120.9352814
2786,107971,Bayan Luma II ES,IV-A (CALABARZON),Cavite,Imus,Cavite,Imus I,grade 2,male,80,14.4207756,120.9395851
2787,107878,Bayanan ES,IV-A (CALABARZON),Cavite,Bacoor,Cavite,Bacoor II,grade 2,male,236,14.4259621,120.9670686
2788,108304,Bayog ES,IV-A (CALABARZON),Laguna,Los Banos,Laguna,Los BaÐos,grade 2,male,86,14.1872666,121.2483291
2789,164008,Belvedere ES,IV-A (CALABARZON),Cavite,General Trias,Cavite,General Trias I,grade 2,male,171,14.334515,120.880167
2790,108028,Bendita ES,IV-A (CALABARZON),Cavite,Magallanes,Cavite,Magallanes,grade 2,male,41,14.1609933,120.7519153
2791,109798,Bernadina Aranza Deveza Memorial School,IV-A (CALABARZON),Laguna,San Pablo City,San Pablo City,San Francisco,grade 2,male,70,14.0648189,121.2780762
2792,108305,Bernaldo N. Calara ES,IV-A (CALABARZON),Laguna,Los Banos,Laguna,Los BaÐos,grade 2,male,51,14.1752073,121.2322694
2793,108163,"Bienvenido R. Fojas ES (Sahud Ulan PS, Halayhay Annex)",IV-A (CALABARZON),Cavite,Tanza,Cavite,Tanza,grade 2,male,91,14.3776018,120.8245786
2794,108098,Biga ES,IV-A (CALABARZON),Cavite,Silang,Cavite,Silang I,grade 2,male,81,14.2502006,120.975667
2795,108237,Bigaa ES,IV-A (CALABARZON),Laguna,Cabuyao,Laguna,Cabuyao,grade 2,male,130,14.2885434,121.1266458
2796,107841,Bilog ES,IV-A (CALABARZON),Cavite,Alfonso,Cavite,Alfonso,grade 2,male,14,14.1080796,120.8369736
2797,108099,Biluso ES,IV-A (CALABARZON),Cavite,Silang,Cavite,Silang I,grade 2,male,48,14.2365495,120.9589496
2798,108018,Binakayan ES,IV-A (CALABARZON),Cavite,Kawit,Cavite,Kawit,grade 2,male,235,14.4350805,120.8890457
2799,108213,BiÐan CES (DoÐa Aurora ES),IV-A (CALABARZON),Laguna,City of Binan,Laguna,BiÐan,grade 2,male,138,33.1457497,75.5480491
2800,108201,Bitin Elementary School,IV-A (CALABARZON),Laguna,Bay,Laguna,Bay,grade 2,male,106,14.0937826,121.2133251
2801,108100,Bliss Elementary School,IV-A (CALABARZON),Cavite,Silang,Cavite,Silang I,grade 2,male,47,14.2464933,120.9730225
2802,108315,Bonifacio Elementary School,IV-A (CALABARZON),Laguna,Luisiana,Laguna,Luisiana,grade 2,male,55,14.184536,121.509536
2803,108437,Bubukal ES,IV-A (CALABARZON),Laguna,Santa Cruz (Capital),Laguna,Santa Cruz,grade 2,male,81,14.2691095,121.4113308
2804,164524,Bubukal ES - Annex,IV-A (CALABARZON),Laguna,Santa Cruz (Capital),Laguna,Santa Cruz,grade 2,male,20,14.2626438,121.4027574
2805,109840,Bubuyan ES,IV-A (CALABARZON),Laguna,City of Calamba,Calamba City,Calamba City West,grade 2,male,32,14.1761236,121.1108895
2806,109814,Bucal Elementary School,IV-A (CALABARZON),Laguna,City of Calamba,Calamba City,Calamba City East I,grade 2,male,112,14.18874,121.168886
2807,107900,Bucal ES,IV-A (CALABARZON),Cavite,City of Dasmarinas,Dasmarinas City,DasmariÐas I,grade 2,male,45,14.2837352,120.9603149
2808,108038,Bucal I ES,IV-A (CALABARZON),Cavite,Maragondon,Cavite,Maragondon,grade 2,male,22,14.2741151,120.7421176
2809,108039,Bucal II ES,IV-A (CALABARZON),Cavite,Maragondon,Cavite,Maragondon,grade 2,male,38,14.2752698,120.7508
2810,108040,Bucal IV ES,IV-A (CALABARZON),Cavite,Maragondon,Cavite,Maragondon,grade 2,male,18,14.274655,120.7687577
2811,108061,Bucana ES,IV-A (CALABARZON),Cavite,Naic,Cavite,Naic I,grade 2,male,25,14.2964865,120.792458
2812,108062,Bucana Sasahan ES,IV-A (CALABARZON),Cavite,Naic,Cavite,Naic I,grade 2,male,46,14.3230373,120.7599564
2813,107842,Buck EState ES,IV-A (CALABARZON),Cavite,Alfonso,Cavite,Alfonso,grade 2,male,29,14.0890817,120.8527655
2814,107946,Buenavista ES,IV-A (CALABARZON),Cavite,General Trias,Cavite,General Trias I,grade 2,male,142,14.30687,120.904404
2815,108339,Buenavista-Cigaras ES,IV-A (CALABARZON),Laguna,Magdalena,Laguna,Magdalena,grade 2,male,79,14.2244955,121.4291486
2816,108488,Buhay ES,IV-A (CALABARZON),Laguna,Siniloan,Laguna,Siniloan,grade 2,male,60,14.4276445,121.4466892
2817,107972,Buhay Na Tubig ES,IV-A (CALABARZON),Cavite,Imus,Cavite,Imus I,grade 2,male,159,14.40944,120.9537745
2818,164018,Buhay na Tubig ES (Maharlika Annex),IV-A (CALABARZON),Cavite,Imus,Cavite,Imus I,grade 2,male,68,14.3964659,120.9597895
2819,108345,Bukal ES,IV-A (CALABARZON),Laguna,Majayjay,Laguna,Majayjay,grade 2,male,13,14.1039051,121.4784668
2820,108115,Bukal ES,IV-A (CALABARZON),Cavite,Silang,Cavite,Silang II,grade 2,male,19,14.214175,120.9687359
